,Step,county_splits,pop_deviation,cut_edges,Mean-median,Efficiency_gap,Dem_Victories,COI0_Splits,COI1_Splits,COI2_Splits,COI3_Splits,COI0_UoM,COI1_UoM,COI2_UoM,COI3_UoM,COI0_ESI,COI1_ESI,COI2_ESI,COI3_ESI
23,23.0,37.0,0.01880663970155925,14276.0,-0.021564142746998582,-0.07470004556325648,6.0,1.0,0.0,2.0,0.0,0.02837369822455913,2.5627412030519317e-15,1.0468689751425972,-6.406853007629851e-15,0.005757123056814306,3.552713678800501e-15,0.9342808563747571,-8.881784197001252e-15
24,24.0,37.0,0.01880663970155925,14591.0,-0.021489203679523228,-0.07470004556325648,6.0,1.0,0.0,2.0,0.0,0.02837369822455913,2.5627412030519317e-15,1.0468689751425972,-6.406853007629851e-15,0.005757123056814306,3.552713678800501e-15,0.9342808563747571,-8.881784197001252e-15
25,25.0,37.0,0.01880663970155925,14295.0,-0.02154396173456974,-0.07470004556325648,6.0,1.0,0.0,2.0,0.0,0.02837369822455913,2.5627412030519317e-15,1.0468689751425972,-6.406853007629851e-15,0.005757123056814306,3.552713678800501e-15,0.9342808563747571,-8.881784197001252e-15
26,26.0,37.0,0.01880663970155925,14522.0,-0.017751368985207572,-0.07470004556325648,6.0,1.0,0.0,2.0,0.0,0.02837369822455913,2.5627412030519317e-15,1.0468689751425972,-6.406853007629851e-15,0.005757123056814306,3.552713678800501e-15,0.9342808563747571,-8.881784197001252e-15
27,27.0,38.0,0.01880663970155925,14540.0,-0.017763286841123938,-0.07470004556325648,6.0,1.0,0.0,2.0,0.0,0.02837369822455913,2.5627412030519317e-15,1.0468689751425972,-6.406853007629851e-15,0.005757123056814306,3.552713678800501e-15,0.9342808563747571,-8.881784197001252e-15
28,28.0,38.0,0.01880663970155925,14155.0,-0.017719474397613455,-0.07470004556325648,6.0,1.0,0.0,2.0,0.0,0.02837369822455913,2.5627412030519317e-15,1.0468689751425972,-6.406853007629851e-15,0.005757123056814306,3.552713678800501e-15,0.9342808563747571,-8.881784197001252e-15
29,29.0,37.0,0.01880663970155925,13806.0,-0.008570241079658647,0.0006867762404224207,7.0,1.0,0.0,2.0,0.0,0.02837369822455913,2.5627412030519317e-15,0.6592072847233346,-6.406853007629851e-15,0.005757123056814306,3.552713678800501e-15,0.33205472549686155,-8.881784197001252e-15
30,30.0,36.0,0.01761254485570443,13365.0,0.0003698533719146413,0.011458470476581495,7.0,1.0,0.0,2.0,0.0,0.02837369822455913,2.5627412030519317e-15,0.5986637913938788,-6.406853007629851e-15,0.005757123056814306,3.552713678800501e-15,0.3048110320104622,-8.881784197001252e-15
31,31.0,37.0,0.01761254485570443,13593.0,-0.002500693551450661,0.011458470476581495,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5986637913938788,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.3048110320104622,-8.881784197001252e-15
32,32.0,39.0,0.01761254485570443,13919.0,-0.002388790651495054,0.012144236283506476,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5986637913938788,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.3048110320104622,-8.881784197001252e-15
33,33.0,39.0,0.01761254485570443,13843.0,-0.0023021956913306663,0.012144236283506476,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5986637913938788,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.3048110320104622,-8.881784197001252e-15
34,34.0,40.0,0.01761254485570443,13914.0,-0.01631838856913259,-0.05749970456529126,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5986637913938788,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.3048110320104622,-8.881784197001252e-15
35,35.0,40.0,0.01761254485570443,13957.0,-0.0024134067977894524,0.011424119040097394,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5986637913938788,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.3048110320104622,-8.881784197001252e-15
36,36.0,41.0,0.01761254485570443,13596.0,-0.00010508090347860488,0.011424119040097375,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5986637913938788,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.3048110320104622,-8.881784197001252e-15
37,37.0,41.0,0.01814089287172323,13461.0,-3.6943661883170886e-05,0.011442654309394748,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5800277131681565,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.29793808390721055,-8.881784197001252e-15
38,38.0,41.0,0.01814089287172323,13422.0,-0.00029044486383156265,0.01144265430939474,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5800277131681565,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.29793808390721055,-8.881784197001252e-15
39,39.0,42.0,0.01814089287172323,13474.0,-0.0002898843546657037,0.011442654309394729,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5800277131681566,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.29793808390721055,-8.881784197001252e-15
40,40.0,39.0,0.0183476993337574,13502.0,-0.00031267999053152806,0.011442654309394729,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5800277131681566,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.29793808390721055,-8.881784197001252e-15
41,41.0,39.0,0.01763520857757119,13480.0,0.0028840857489212945,0.010127661121827584,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5800277131681566,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.29793808390721055,-8.881784197001252e-15
42,42.0,39.0,0.017900090826888926,13496.0,0.01751056520201305,0.08256001793242349,8.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.5800277131681566,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.29793808390721055,-8.881784197001252e-15
43,43.0,39.0,0.017900090826888926,13756.0,0.009002769064685057,-0.0025747210864268274,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.7992399124892705,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.553641756441148,-8.881784197001252e-15
44,44.0,39.0,0.017900090826888926,13719.0,0.009000556111806335,-0.0025855433237605544,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.7992399124892705,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.553641756441148,-8.881784197001252e-15
45,45.0,41.0,0.01869190460960879,13629.0,-0.011498950521950768,-0.07501790013435647,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.7992399124892705,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.553641756441148,-8.881784197001252e-15
46,46.0,42.0,0.01869190460960879,14396.0,-0.011474155846824874,-0.07501790013435644,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.7992399124892705,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.553641756441148,-8.881784197001252e-15
47,47.0,42.0,0.01869190460960879,14317.0,-0.01236403610953285,-0.07501790013435647,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.7992399124892705,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.553641756441148,-8.881784197001252e-15
48,48.0,42.0,0.01869190460960879,14276.0,-0.01597338484172378,-0.07501790013435644,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.7992399124892705,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.553641756441148,-8.881784197001252e-15
49,49.0,42.0,0.01869190460960879,14622.0,-0.015926912303058205,-0.07501790013435644,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.7992399124892705,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.553641756441148,-8.881784197001252e-15
50,50.0,42.0,0.01869190460960879,14283.0,-0.009963017717468992,-0.0746075002941461,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
51,51.0,42.0,0.01869190460960879,14263.0,-0.009938169576184819,-0.07460750029414609,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
52,52.0,43.0,0.01754030424225414,13944.0,-0.009962257454655454,-0.07460750029414609,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
53,53.0,40.0,0.017078530909218945,13808.0,0.008116454983119636,-0.00028600110536828254,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
54,54.0,40.0,0.017078530909218945,13857.0,0.007887454981267472,-0.00047695626837359587,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
55,55.0,40.0,0.018045988536406182,13947.0,0.008652755836628334,0.00010937868545085925,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
56,56.0,40.0,0.018045988536406182,14613.0,0.010045463147555111,0.00010937868545084624,7.0,0.0,0.0,3.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6360175288620346,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34908326976086035,-8.881784197001252e-15
57,57.0,39.0,0.018045988536406182,14717.0,0.009981769683334696,0.00010937868545084624,7.0,0.0,0.0,3.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6360175288620346,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34908326976086035,-8.881784197001252e-15
58,58.0,39.0,0.018045988536406182,14862.0,0.013094912248878043,0.00010937868545083324,7.0,0.0,0.0,3.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6360175288620346,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34908326976086035,-8.881784197001252e-15
59,59.0,39.0,0.01820605107209016,14541.0,0.013126836961436017,0.00010937868545083324,7.0,0.0,0.0,3.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6360175288620346,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34908326976086035,-8.881784197001252e-15
60,60.0,38.0,0.01820605107209016,14109.0,0.009995344537864104,0.00010937868545082024,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
61,61.0,38.0,0.01820605107209016,14127.0,0.001218721552681934,-0.07460750029414608,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
62,62.0,40.0,0.01820605107209016,14442.0,-0.007268476125916856,-0.0746075002941461,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
63,63.0,38.0,0.01813947638910656,14155.0,-0.007272967272380471,-0.07460750029414608,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
64,64.0,38.0,0.018568670621958293,14988.0,-0.0063941382592052065,-0.07134926727249877,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
65,65.0,38.0,0.018568670621958293,14996.0,-0.0064431658034656,-0.07134926727249877,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
66,66.0,37.0,0.018568670621958293,14559.0,-0.006441115869412373,-0.07134926727249877,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
67,67.0,37.0,0.018568670621958293,15038.0,0.0022157586407228202,8.583001591356801e-06,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
68,68.0,37.0,0.018568670621958293,14639.0,0.002331301491396376,0.0004607979184379738,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
69,69.0,36.0,0.018568670621958293,14863.0,-0.011484134339232177,0.011925606913404817,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
70,70.0,37.0,0.018568670621958293,15108.0,-0.007840285646219636,0.01192560691340482,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
71,71.0,43.0,0.018568670621958293,15688.0,-0.007863913121604726,0.011925606913404795,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
72,72.0,43.0,0.018568670621958293,15438.0,-0.007890911319932858,0.011925606913404808,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
73,73.0,43.0,0.018568670621958293,15575.0,-0.007868233548602221,0.011925606913404805,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
74,74.0,43.0,0.018568670621958293,15634.0,-0.013495093299540406,0.014160441808760896,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
75,75.0,43.0,0.018568670621958293,15842.0,-0.013637189499549562,0.013493709289174514,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
76,76.0,43.0,0.018568670621958293,15881.0,-0.013486757540805583,0.01349370928917451,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
77,77.0,43.0,0.018568670621958293,15406.0,-0.015073227567545422,0.013493709289174507,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
78,78.0,43.0,0.018568670621958293,15721.0,-0.015068978935711075,0.013703101737040209,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
79,79.0,42.0,0.01833495099020735,15694.0,-0.015108689622327698,0.013703101737040209,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
80,80.0,42.0,0.01819188624592344,15767.0,-0.015052239260819222,0.014324959420912121,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
81,81.0,44.0,0.01819188624592344,16477.0,-0.014409459454654105,-0.059929333113246386,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
82,82.0,43.0,0.01819188624592344,16462.0,-0.014701201675835496,-0.059929333113246386,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
83,83.0,43.0,0.01819188624592344,16712.0,-0.014690967337902261,-0.05992933311324643,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
84,84.0,43.0,0.01819188624592344,15778.0,-0.015723421958389272,-0.06290504724791776,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
85,85.0,43.0,0.0173731592934868,15513.0,-0.016311995169446536,-0.06290504724791776,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
86,86.0,43.0,0.017394406532736884,15556.0,-0.016069416424915217,-0.06247126869871175,6.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
87,87.0,41.0,0.017394406532736884,14597.0,-0.018478752283857647,0.011316754436932955,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
88,88.0,42.0,0.017394406532736884,14344.0,-0.01852438807898421,0.011316754436932955,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
89,89.0,42.0,0.017394406532736884,14347.0,-0.01904838382197155,0.01087425310520307,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
90,90.0,42.0,0.017173435244535993,14466.0,-0.01910521258546527,0.010874253105203057,7.0,0.0,0.0,2.0,0.0,1.6017132519074586e-16,2.5627412030519317e-15,0.6331701379174572,-6.406853007629851e-15,2.220446049250313e-16,3.552713678800501e-15,0.34893662261660796,-8.881784197001252e-15
